Date,Product_ID,Product_Name,Category,Units_Sold,Unit_Price,Profit_Per_Unit,Total_Sale,Total_Profit,Invoice_No,Store_ID,Tax_Amount,Discount_Amount,Payment_Mode,Customer_ID,Cashier_ID,Barcode,Batch_No,Supplier,Is_Return,Expiry_Date,Current_Stock,Reorder_Level
2026-04-02,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.69,0.84,INV-20260402-0002,STORE-001,0.18,0.11,Card,CU0109,C06,,,,,,,
2026-04-02,P003,Milk 1L,Dairy,2,2.25,0.62,4.5,1.24,INV-20260402-0002,STORE-001,0.23,0.0,Card,CU0109,C06,,,,,,,
2026-04-02,P006,Butter,Dairy,1,4.4,1.05,4.4,1.05,INV-20260402-0002,STORE-001,0.22,0.0,Card,CU0109,C06,,,,,,,
2026-04-02,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,INV-20260402-0002,STORE-001,0.21,0.0,Card,CU0109,C06,,,,,,,
2026-04-02,P003,Milk 1L,Dairy,3,2.25,0.62,6.55,1.66,INV-20260402-0012,STORE-001,0.33,0.2,Wallet,CU0201,C03,,,,,,,
2026-04-02,P007,Peanut Butter,Pantry,3,5.25,1.65,15.75,4.95,INV-20260402-0052,STORE-001,0.79,0.0,Cash,CU0055,C06,,,,,,,
2026-04-02,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.7,2.46,INV-20260402-0052,STORE-001,0.43,0.0,Cash,CU0055,C06,,,,,,,
2026-04-02,P009,Pasta,Pantry,1,2.35,0.7,2.35,0.7,INV-20260402-0052,STORE-001,0.12,0.0,Cash,CU0055,C06,,,,,,,
2026-04-02,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.61,0.76,INV-20260402-0052,STORE-001,0.18,0.19,Cash,CU0055,C06,,,,,,,
2026-04-02,P001,Bananas,Produce,2,0.62,0.23,1.24,0.46,INV-20260402-0002,STORE-001,0.06,0.0,Card,CU0109,C06,,,,,,,
2026-04-02,P004,Bread Loaf,Bakery,1,2.1,0.55,2.1,0.55,INV-20260402-0022,STORE-001,0.11,0.0,UPI,CU0210,C01,,,,,,,
2026-04-02,P006,Butter,Dairy,1,4.4,1.05,4.4,1.05,INV-20260402-0022,STORE-001,0.22,0.0,UPI,CU0210,C01,,,,,,,
2026-04-02,P003,Milk 1L,Dairy,1,2.25,0.62,2.25,0.62,INV-20260402-0022,STORE-001,0.11,0.0,UPI,CU0210,C01,,,,,,,
2026-04-02,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.8,0.95,INV-20260402-0022,STORE-001,0.19,0.0,UPI,CU0210,C01,,,,,,,
2026-04-02,P009,Pasta,Pantry,2,2.35,0.7,4.46,1.16,INV-20260402-0022,STORE-001,0.22,0.24,UPI,CU0210,C01,,,,,,,
2026-04-02,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.81,0.73,INV-20260402-0022,STORE-001,0.14,0.09,UPI,CU0210,C01,,,,,,,
2026-04-02,P006,Butter,Dairy,2,4.4,1.05,8.36,1.66,INV-20260402-0012,STORE-001,0.42,0.44,Wallet,CU0201,C03,,,,,,,
2026-04-02,P001,Bananas,Produce,3,0.62,0.23,1.77,0.6,INV-20260402-0012,STORE-001,0.09,0.09,Wallet,CU0201,C03,,,,,,,
2026-04-02,P002,Apples,Produce,1,1.15,0.37,1.15,0.37,INV-20260402-0012,STORE-001,0.06,0.0,Wallet,CU0201,C03,,,,,,,
2026-04-02,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.61,1.31,INV-20260402-0022,STORE-001,0.23,0.14,UPI,CU0210,C01,,,,,,,
2026-04-02,P017,Rice 5kg,Staples,2,12.5,2.1,24.25,3.45,INV-20260402-0022,STORE-001,1.21,0.75,UPI,CU0210,C01,,,,,,,
2026-04-02,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.75,1.45,INV-20260402-0012,STORE-001,0.24,0.0,Wallet,CU0201,C03,,,,,,,
2026-04-02,P004,Bread Loaf,Bakery,3,2.1,0.55,5.98,1.33,INV-20260402-0052,STORE-001,0.3,0.32,Cash,CU0055,C06,,,,,,,
2026-04-02,P006,Butter,Dairy,1,4.4,1.05,4.4,1.05,INV-20260402-0052,STORE-001,0.22,0.0,Cash,CU0055,C06,,,,,,,
2026-04-02,P003,Milk 1L,Dairy,2,2.25,0.62,4.5,1.24,INV-20260402-0052,STORE-001,0.23,0.0,Cash,CU0055,C06,,,,,,,
2026-04-02,P013,Tea Bags,Beverages,3,4.3,1.2,12.51,3.21,INV-20260402-0012,STORE-001,0.63,0.39,Wallet,CU0201,C03,,,,,,,
2026-04-02,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,INV-20260402-0012,STORE-001,0.21,0.0,Wallet,CU0201,C03,,,,,,,
2026-04-02,P015,Chips,Snacks,3,2.85,0.86,8.55,2.58,INV-20260402-0002,STORE-001,0.43,0.0,Card,CU0109,C06,,,,,,,
2026-04-02,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.8,0.95,INV-20260402-0042,STORE-001,0.19,0.0,Card,CU0142,C04,,,,,,,
2026-04-02,P019,Chicken Breast,Meat,1,7.2,1.75,6.98,1.53,INV-20260402-0042,STORE-001,0.35,0.22,Card,CU0142,C04,,,,,,,
2026-04-02,P004,Bread Loaf,Bakery,1,2.1,0.55,2.04,0.49,INV-20260402-0042,STORE-001,0.1,0.06,Card,CU0142,C04,,,,,,,
2026-04-02,P001,Bananas,Produce,2,0.62,0.23,1.2,0.42,INV-20260402-0032,STORE-001,0.06,0.04,Card,CU0062,C01,,,,,,,
2026-04-02,P017,Rice 5kg,Staples,3,12.5,2.1,35.62,4.42,INV-20260402-0032,STORE-001,1.78,1.88,Card,CU0062,C01,,,,,,,
2026-04-02,P006,Butter,Dairy,1,4.4,1.05,4.18,0.83,INV-20260402-0042,STORE-001,0.21,0.22,Card,CU0142,C04,,,,,,,
2026-04-02,P008,Strawberry Jam,Pantry,3,4.75,1.45,14.25,4.35,INV-20260402-0032,STORE-001,0.71,0.0,Card,CU0062,C01,,,,,,,
2026-04-02,P003,Milk 1L,Dairy,3,2.25,0.62,6.75,1.86,INV-20260402-0042,STORE-001,0.34,0.0,Card,CU0142,C04,,,,,,,
2026-04-02,P007,Peanut Butter,Pantry,1,5.25,1.65,5.09,1.49,INV-20260402-0032,STORE-001,0.25,0.16,Card,CU0062,C01,,,,,,,
2026-04-02,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.9,0.82,INV-20260402-0032,STORE-001,0.14,0.0,Card,CU0062,C01,,,,,,,
2026-04-02,P009,Pasta,Pantry,2,2.35,0.7,4.7,1.4,INV-20260402-0032,STORE-001,0.24,0.0,Card,CU0062,C01,,,,,,,
2026-04-02,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,11.06,2.51,INV-20260402-0032,STORE-001,0.55,0.34,Card,CU0062,C01,,,,,,,
2026-04-02,P003,Milk 1L,Dairy,1,2.25,0.62,2.18,0.55,INV-20260402-0032,STORE-001,0.11,0.07,Card,CU0062,C01,,,,,,,
2026-04-02,P004,Bread Loaf,Bakery,3,2.1,0.55,6.11,1.46,INV-20260402-0032,STORE-001,0.31,0.19,Card,CU0062,C01,,,,,,,
2026-04-02,P018,Cooking Oil,Staples,2,9.8,1.9,18.62,2.82,INV-20260402-0032,STORE-001,0.93,0.98,Card,CU0062,C01,,,,,,,
2026-04-02,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.7,2.46,INV-20260402-0042,STORE-001,0.43,0.0,Card,CU0142,C04,,,,,,,
2026-04-02,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,INV-20260402-0042,STORE-001,0.26,0.0,Card,CU0142,C04,,,,,,,
2026-04-02,P008,Strawberry Jam,Pantry,3,4.75,1.45,14.25,4.35,INV-20260402-0042,STORE-001,0.71,0.0,Card,CU0142,C04,,,,,,,
2026-04-02,P016,Salsa,Snacks,3,3.95,1.05,11.49,2.79,INV-20260402-0042,STORE-001,0.57,0.36,Card,CU0142,C04,,,,,,,
2026-04-02,P006,Butter,Dairy,2,4.4,1.05,8.36,1.66,INV-20260402-0032,STORE-001,0.42,0.44,Card,CU0062,C01,,,,,,,
2026-04-02,P014,Biscuits,Snacks,3,2.6,0.78,7.41,1.95,INV-20260402-0042,STORE-001,0.37,0.39,Card,CU0142,C04,,,,,,,
2026-04-02,P009,Pasta,Pantry,2,2.35,0.7,4.7,1.4,INV-20260402-0042,STORE-001,0.24,0.0,Card,CU0142,C04,,,,,,,
2026-04-03,P020,Yogurt Cups,Dairy,1,3.4,0.88,3.4,0.88,INV-20260403-0153,STORE-001,0.17,0.0,Wallet,CU0187,C06,,,,,,,
2026-04-03,P007,Peanut Butter,Pantry,2,5.25,1.65,10.18,2.98,INV-20260403-0453,STORE-001,0.51,0.32,Card,CU0184,C03,,,,,,,
2026-04-03,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,INV-20260403-0353,STORE-001,0.26,0.0,Cash,CU0130,C04,,,,,,,
2026-04-03,P012,Sugar,Pantry,3,2.2,0.52,6.6,1.56,INV-20260403-0353,STORE-001,0.33,0.0,Cash,CU0130,C04,,,,,,,
2026-04-03,P011,Coffee,Beverages,1,8.9,2.8,8.63,2.53,INV-20260403-0353,STORE-001,0.43,0.27,Cash,CU0130,C04,,,,,,,
2026-04-03,P004,Bread Loaf,Bakery,1,2.1,0.55,2.1,0.55,INV-20260403-0163,STORE-001,0.11,0.0,Wallet,CU0047,C03,,,,,,,
2026-04-03,P015,Chips,Snacks,2,2.85,0.86,5.41,1.43,INV-20260403-0463,STORE-001,0.27,0.29,Card,CU0161,C01,,,,,,,
2026-04-03,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.37,1.67,INV-20260403-0343,STORE-001,0.37,0.23,UPI,CU0024,C01,,,,,,,
2026-04-03,P019,Chicken Breast,Meat,2,7.2,1.75,13.97,3.07,INV-20260403-0143,STORE-001,0.7,0.43,Cash,CU0068,C01,,,,,,,
2026-04-03,P001,Bananas,Produce,1,0.62,0.23,0.6,0.21,INV-20260403-0153,STORE-001,0.03,0.02,Wallet,CU0187,C06,,,,,,,
2026-04-03,P003,Milk 1L,Dairy,3,2.25,0.62,6.75,1.86,INV-20260403-0133,STORE-001,0.34,0.0,UPI,CU0033,C06,,,,,,,
2026-04-03,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.69,0.84,INV-20260403-0133,STORE-001,0.18,0.11,UPI,CU0033,C06,,,,,,,
2026-04-03,P014,Biscuits,Snacks,2,2.6,0.78,5.2,1.56,INV-20260403-0133,STORE-001,0.26,0.0,UPI,CU0033,C06,,,,,,,
2026-04-03,P002,Apples,Produce,3,1.15,0.37,3.45,1.11,INV-20260403-0133,STORE-001,0.17,0.0,UPI,CU0033,C06,,,,,,,
2026-04-03,P004,Bread Loaf,Bakery,2,2.1,0.55,4.07,0.97,INV-20260403-0363,STORE-001,0.2,0.13,Wallet,CU0204,C06,,,,,,,
2026-04-03,P017,Rice 5kg,Staples,2,12.5,2.1,23.75,2.95,INV-20260403-0363,STORE-001,1.19,1.25,Wallet,CU0204,C06,,,,,,,
2026-04-03,P008,Strawberry Jam,Pantry,3,4.75,1.45,14.25,4.35,INV-20260403-0363,STORE-001,0.71,0.0,Wallet,CU0204,C06,,,,,,,
2026-04-03,P011,Coffee,Beverages,3,8.9,2.8,26.7,8.4,INV-20260403-0443,STORE-001,1.33,0.0,Wallet,CU0179,C03,,,,,,,
2026-04-03,P011,Coffee,Beverages,2,8.9,2.8,17.8,5.6,INV-20260403-0153,STORE-001,0.89,0.0,Wallet,CU0187,C06,,,,,,,
2026-04-03,P012,Sugar,Pantry,2,2.2,0.52,4.4,1.04,INV-20260403-0443,STORE-001,0.22,0.0,Wallet,CU0179,C03,,,,,,,
2026-04-03,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,INV-20260403-0363,STORE-001,0.26,0.0,Wallet,CU0204,C06,,,,,,,
2026-04-03,P004,Bread Loaf,Bakery,1,2.1,0.55,2.1,0.55,INV-20260403-0143,STORE-001,0.11,0.0,Cash,CU0068,C01,,,,,,,
2026-04-03,P006,Butter,Dairy,1,4.4,1.05,4.27,0.92,INV-20260403-0143,STORE-001,0.21,0.13,Cash,CU0068,C01,,,,,,,
2026-04-03,P003,Milk 1L,Dairy,3,2.25,0.62,6.75,1.86,INV-20260403-0143,STORE-001,0.34,0.0,Cash,CU0068,C01,,,,,,,
2026-04-03,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,10.83,2.28,INV-20260403-0143,STORE-001,0.54,0.57,Cash,CU0068,C01,,,,,,,
2026-04-03,P006,Butter,Dairy,3,4.4,1.05,13.2,3.15,INV-20260403-0163,STORE-001,0.66,0.0,Wallet,CU0047,C03,,,,,,,
2026-04-03,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,INV-20260403-0153,STORE-001,0.21,0.0,Wallet,CU0187,C06,,,,,,,
2026-04-03,P006,Butter,Dairy,1,4.4,1.05,4.18,0.83,INV-20260403-0153,STORE-001,0.21,0.22,Wallet,CU0187,C06,,,,,,,
2026-04-03,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,INV-20260403-0443,STORE-001,0.26,0.0,Wallet,CU0179,C03,,,,,,,
2026-04-03,P012,Sugar,Pantry,1,2.2,0.52,2.2,0.52,INV-20260403-0163,STORE-001,0.11,0.0,Wallet,CU0047,C03,,,,,,,
2026-04-03,P019,Chicken Breast,Meat,3,7.2,1.75,21.6,5.25,INV-20260403-0343,STORE-001,1.08,0.0,UPI,CU0024,C01,,,,,,,
2026-04-03,P017,Rice 5kg,Staples,3,12.5,2.1,37.5,6.3,INV-20260403-0163,STORE-001,1.88,0.0,Wallet,CU0047,C03,,,,,,,
2026-04-03,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,INV-20260403-0033,STORE-001,0.26,0.0,UPI,CU0117,C06,,,,,,,
2026-04-03,P008,Strawberry Jam,Pantry,3,4.75,1.45,13.82,3.92,INV-20260403-0033,STORE-001,0.69,0.43,UPI,CU0117,C06,,,,,,,
2026-04-03,P009,Pasta,Pantry,1,2.35,0.7,2.23,0.58,INV-20260403-0083,STORE-001,0.11,0.12,UPI,CU0065,C01,,,,,,,
2026-04-03,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,10.83,2.28,INV-20260403-0083,STORE-001,0.54,0.57,UPI,CU0065,C01,,,,,,,
2026-04-03,P003,Milk 1L,Dairy,3,2.25,0.62,6.75,1.86,INV-20260403-0083,STORE-001,0.34,0.0,UPI,CU0065,C01,,,,,,,
2026-04-03,P006,Butter,Dairy,2,4.4,1.05,8.8,2.1,INV-20260403-0083,STORE-001,0.44,0.0,UPI,CU0065,C01,,,,,,,
2026-04-03,P004,Bread Loaf,Bakery,1,2.1,0.55,1.99,0.44,INV-20260403-0083,STORE-001,0.1,0.11,UPI,CU0065,C01,,,,,,,
2026-04-03,P014,Biscuits,Snacks,2,2.6,0.78,4.94,1.3,INV-20260403-0033,STORE-001,0.25,0.26,UPI,CU0117,C06,,,,,,,
2026-04-03,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,INV-20260403-0173,STORE-001,0.21,0.0,Wallet,CU0140,C03,,,,,,,
2026-04-03,P006,Butter,Dairy,2,4.4,1.05,8.36,1.66,INV-20260403-0173,STORE-001,0.42,0.44,Wallet,CU0140,C03,,,,,,,
2026-04-03,P014,Biscuits,Snacks,3,2.6,0.78,7.8,2.34,INV-20260403-0173,STORE-001,0.39,0.0,Wallet,CU0140,C03,,,,,,,
2026-04-03,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.51,1.21,INV-20260403-0453,STORE-001,0.23,0.24,Card,CU0184,C03,,,,,,,
2026-04-03,P006,Butter,Dairy,3,4.4,1.05,12.8,2.75,INV-20260403-0453,STORE-001,0.64,0.4,Card,CU0184,C03,,,,,,,
2026-04-03,P016,Salsa,Snacks,3,3.95,1.05,11.26,2.56,INV-20260403-0453,STORE-001,0.56,0.59,Card,CU0184,C03,,,,,,,
2026-04-03,P014,Biscuits,Snacks,3,2.6,0.78,7.41,1.95,INV-20260403-0453,STORE-001,0.37,0.39,Card,CU0184,C03,,,,,,,
2026-04-03,P016,Salsa,Snacks,1,3.95,1.05,3.83,0.93,INV-20260403-0173,STORE-001,0.19,0.12,Wallet,CU0140,C03,,,,,,,
2026-04-03,P015,Chips,Snacks,1,2.85,0.86,2.76,0.77,INV-20260403-0343,STORE-001,0.14,0.09,UPI,CU0024,C01,,,,,,,
2026-04-03,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.7,2.46,INV-20260403-0033,STORE-001,0.43,0.0,UPI,CU0117,C06,,,,,,,
2026-04-03,P009,Pasta,Pantry,3,2.35,0.7,6.7,1.75,INV-20260403-0033,STORE-001,0.34,0.35,UPI,CU0117,C06,,,,,,,
2026-04-03,P003,Milk 1L,Dairy,1,2.25,0.62,2.25,0.62,INV-20260403-0033,STORE-001,0.11,0.0,UPI,CU0117,C06,,,,,,,
2026-04-03,P006,Butter,Dairy,2,4.4,1.05,8.8,2.1,INV-20260403-0033,STORE-001,0.44,0.0,UPI,CU0117,C06,,,,,,,
2026-04-03,P011,Coffee,Beverages,3,8.9,2.8,26.7,8.4,INV-20260403-0163,STORE-001,1.33,0.0,Wallet,CU0047,C03,,,,,,,
2026-04-03,P011,Coffee,Beverages,2,8.9,2.8,17.8,5.6,INV-20260403-0033,STORE-001,0.89,0.0,UPI,CU0117,C06,,,,,,,
2026-04-03,P018,Cooking Oil,Staples,3,9.8,1.9,27.93,4.23,INV-20260403-0033,STORE-001,1.4,1.47,UPI,CU0117,C06,,,,,,,
2026-04-03,P003,Milk 1L,Dairy,2,2.25,0.62,4.5,1.24,INV-20260403-0343,STORE-001,0.23,0.0,UPI,CU0024,C01,,,,,,,
2026-04-03,P017,Rice 5kg,Staples,3,12.5,2.1,35.62,4.42,INV-20260403-0083,STORE-001,1.78,1.88,UPI,CU0065,C01,,,,,,,
2026-04-03,P012,Sugar,Pantry,3,2.2,0.52,6.27,1.23,INV-20260403-0083,STORE-001,0.31,0.33,UPI,CU0065,C01,,,,,,,
2026-04-03,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.75,1.45,INV-20260403-0083,STORE-001,0.24,0.0,UPI,CU0065,C01,,,,,,,
2026-04-03,P007,Peanut Butter,Pantry,3,5.25,1.65,14.96,4.16,INV-20260403-0083,STORE-001,0.75,0.79,UPI,CU0065,C01,,,,,,,
2026-04-03,P019,Chicken Breast,Meat,1,7.2,1.75,6.98,1.53,INV-20260403-0163,STORE-001,0.35,0.22,Wallet,CU0047,C03,,,,,,,
2026-04-03,P017,Rice 5kg,Staples,3,12.5,2.1,36.38,5.18,INV-20260403-0463,STORE-001,1.82,1.12,Card,CU0161,C01,,,,,,,
2026-04-03,P020,Yogurt Cups,Dairy,2,3.4,0.88,6.8,1.76,INV-20260403-0463,STORE-001,0.34,0.0,Card,CU0161,C01,,,,,,,
2026-04-03,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.61,0.76,INV-20260403-0463,STORE-001,0.18,0.19,Card,CU0161,C01,,,,,,,
2026-04-03,P003,Milk 1L,Dairy,3,2.25,0.62,6.41,1.52,INV-20260403-0463,STORE-001,0.32,0.34,Card,CU0161,C01,,,,,,,
2026-04-03,P013,Tea Bags,Beverages,3,4.3,1.2,12.25,2.95,INV-20260403-0183,STORE-001,0.61,0.65,Wallet,CU0084,C05,,,,,,,
2026-04-03,P006,Butter,Dairy,1,4.4,1.05,4.4,1.05,INV-20260403-0133,STORE-001,0.22,0.0,UPI,CU0033,C06,,,,,,,
2026-04-03,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.5,2.9,INV-20260403-0183,STORE-001,0.48,0.0,Wallet,CU0084,C05,,,,,,,
2026-04-03,P007,Peanut Butter,Pantry,2,5.25,1.65,9.97,2.77,INV-20260403-0183,STORE-001,0.5,0.53,Wallet,CU0084,C05,,,,,,,
2026-04-03,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,INV-20260403-0033,STORE-001,0.21,0.0,UPI,CU0117,C06,,,,,,,
2026-04-03,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.7,2.46,INV-20260403-0083,STORE-001,0.43,0.0,UPI,CU0065,C01,,,,,,,
2026-04-03,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,INV-20260403-0133,STORE-001,0.32,0.0,UPI,CU0033,C06,,,,,,,
2026-04-03,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.6,1.9,INV-20260403-0053,STORE-001,0.38,0.0,Card,CU0139,C02,,,,,,,
2026-04-03,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,INV-20260403-0093,STORE-001,0.21,0.0,UPI,CU0179,C05,,,,,,,
2026-04-03,P003,Milk 1L,Dairy,1,2.25,0.62,2.25,0.62,INV-20260403-0103,STORE-001,0.11,0.0,Cash,CU0009,C05,,,,,,,
2026-04-03,P006,Butter,Dairy,3,4.4,1.05,13.2,3.15,INV-20260403-0103,STORE-001,0.66,0.0,Cash,CU0009,C05,,,,,,,
2026-04-03,P004,Bread Loaf,Bakery,2,2.1,0.55,3.99,0.89,INV-20260403-0103,STORE-001,0.2,0.21,Cash,CU0009,C05,,,,,,,
2026-04-03,P006,Butter,Dairy,3,4.4,1.05,12.8,2.75,INV-20260403-0043,STORE-001,0.64,0.4,Wallet,CU0049,C03,,,,,,,
2026-04-03,P003,Milk 1L,Dairy,1,2.25,0.62,2.18,0.55,INV-20260403-0043,STORE-001,0.11,0.07,Wallet,CU0049,C03,,,,,,,
2026-04-03,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.8,0.95,INV-20260403-0043,STORE-001,0.19,0.0,Wallet,CU0049,C03,,,,,,,
2026-04-03,P009,Pasta,Pantry,3,2.35,0.7,6.84,1.89,INV-20260403-0043,STORE-001,0.34,0.21,Wallet,CU0049,C03,,,,,,,
2026-04-03,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.44,2.2,INV-20260403-0043,STORE-001,0.42,0.26,Wallet,CU0049,C03,,,,,,,
2026-04-03,P007,Peanut Butter,Pantry,2,5.25,1.65,10.5,3.3,INV-20260403-0043,STORE-001,0.53,0.0,Wallet,CU0049,C03,,,,,,,
2026-04-03,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.5,2.9,INV-20260403-0043,STORE-001,0.48,0.0,Wallet,CU0049,C03,,,,,,,
2026-04-03,P012,Sugar,Pantry,1,2.2,0.52,2.09,0.41,INV-20260403-0043,STORE-001,0.1,0.11,Wallet,CU0049,C03,,,,,,,
2026-04-03,P011,Coffee,Beverages,3,8.9,2.8,26.7,8.4,INV-20260403-0043,STORE-001,1.33,0.0,Wallet,CU0049,C03,,,,,,,
2026-04-03,P018,Cooking Oil,Staples,1,9.8,1.9,9.51,1.61,INV-20260403-0043,STORE-001,0.48,0.29,Wallet,CU0049,C03,,,,,,,
2026-04-03,P013,Tea Bags,Beverages,1,4.3,1.2,4.09,0.99,INV-20260403-0043,STORE-001,0.2,0.21,Wallet,CU0049,C03,,,,,,,
2026-04-03,P020,Yogurt Cups,Dairy,1,3.4,0.88,3.4,0.88,INV-20260403-0403,STORE-001,0.17,0.0,UPI,CU0054,C03,,,,,,,
2026-04-03,P002,Apples,Produce,2,1.15,0.37,2.3,0.74,INV-20260403-0403,STORE-001,0.11,0.0,UPI,CU0054,C03,,,,,,,
2026-04-03,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.22,1.52,INV-20260403-0403,STORE-001,0.36,0.38,UPI,CU0054,C03,,,,,,,
2026-04-03,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.37,1.67,INV-20260403-0103,STORE-001,0.37,0.23,Cash,CU0009,C05,,,,,,,
2026-04-03,P009,Pasta,Pantry,1,2.35,0.7,2.23,0.58,INV-20260403-0103,STORE-001,0.11,0.12,Cash,CU0009,C05,,,,,,,
2026-04-03,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.9,0.82,INV-20260403-0103,STORE-001,0.14,0.0,Cash,CU0009,C05,,,,,,,
2026-04-03,P007,Peanut Butter,Pantry,1,5.25,1.65,4.99,1.39,INV-20260403-0103,STORE-001,0.25,0.26,Cash,CU0009,C05,,,,,,,
2026-04-03,P007,Peanut Butter,Pantry,3,5.25,1.65,14.96,4.16,INV-20260403-0423,STORE-001,0.75,0.79,Card,CU0190,C01,,,,,,,
2026-04-03,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.5,2.9,INV-20260403-0423,STORE-001,0.48,0.0,Card,CU0190,C01,,,,,,,
2026-04-03,P016,Salsa,Snacks,2,3.95,1.05,7.9,2.1,INV-20260403-0423,STORE-001,0.4,0.0,Card,CU0190,C01,,,,,,,
2026-04-03,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,11.4,2.85,INV-20260403-0423,STORE-001,0.57,0.0,Card,CU0190,C01,,,,,,,
2026-04-03,P015,Chips,Snacks,3,2.85,0.86,8.29,2.32,INV-20260403-0423,STORE-001,0.41,0.26,Card,CU0190,C01,,,,,,,
2026-04-03,P011,Coffee,Beverages,2,8.9,2.8,17.8,5.6,INV-20260403-0423,STORE-001,0.89,0.0,Card,CU0190,C01,,,,,,,
2026-04-03,P013,Tea Bags,Beverages,3,4.3,1.2,12.25,2.95,INV-20260403-0413,STORE-001,0.61,0.65,UPI,CU0009,C05,,,,,,,
2026-04-03,P012,Sugar,Pantry,2,2.2,0.52,4.18,0.82,INV-20260403-0413,STORE-001,0.21,0.22,UPI,CU0009,C05,,,,,,,
2026-04-03,P003,Milk 1L,Dairy,2,2.25,0.62,4.5,1.24,INV-20260403-0403,STORE-001,0.23,0.0,UPI,CU0054,C03,,,,,,,
2026-04-03,P011,Coffee,Beverages,2,8.9,2.8,17.27,5.07,INV-20260403-0413,STORE-001,0.86,0.53,UPI,CU0009,C05,,,,,,,
2026-04-03,P004,Bread Loaf,Bakery,1,2.1,0.55,1.99,0.44,INV-20260403-0113,STORE-001,0.1,0.11,UPI,CU0145,C02,,,,,,,
2026-04-03,P006,Butter,Dairy,2,4.4,1.05,8.36,1.66,INV-20260403-0113,STORE-001,0.42,0.44,UPI,CU0145,C02,,,,,,,
2026-04-03,P003,Milk 1L,Dairy,2,2.25,0.62,4.36,1.1,INV-20260403-0113,STORE-001,0.22,0.14,UPI,CU0145,C02,,,,,,,
2026-04-03,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,11.4,2.85,INV-20260403-0113,STORE-001,0.57,0.0,UPI,CU0145,C02,,,,,,,
2026-04-03,P009,Pasta,Pantry,3,2.35,0.7,7.05,2.1,INV-20260403-0113,STORE-001,0.35,0.0,UPI,CU0145,C02,,,,,,,
2026-04-03,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.7,2.46,INV-20260403-0113,STORE-001,0.43,0.0,UPI,CU0145,C02,,,,,,,
2026-04-03,P013,Tea Bags,Beverages,1,4.3,1.2,4.3,1.2,INV-20260403-0113,STORE-001,0.21,0.0,UPI,CU0145,C02,,,,,,,
2026-04-03,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.5,2.9,INV-20260403-0103,STORE-001,0.48,0.0,Cash,CU0009,C05,,,,,,,
2026-04-03,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,INV-20260403-0043,STORE-001,0.32,0.0,Wallet,CU0049,C03,,,,,,,
2026-04-03,P011,Coffee,Beverages,1,8.9,2.8,8.45,2.35,INV-20260403-0393,STORE-001,0.42,0.45,Cash,CU0031,C04,,,,,,,
