Date,Invoice_No,Product_ID,Product_Name,Category,Units_Sold,Unit_Price,Profit_Per_Unit,Total_Sale,Total_Profit,Discount_Amount,Tax_Amount,Payment_Mode,Customer_ID,Cashier_ID,Store_ID
2026-04-03,INV-20260403-0083,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.7,2.46,0.0,0.43,UPI,CU0065,C01,STORE-001
2026-04-03,INV-20260403-0083,P007,Peanut Butter,Pantry,3,5.25,1.65,14.96,4.16,0.79,0.75,UPI,CU0065,C01,STORE-001
2026-04-03,INV-20260403-0083,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.75,1.45,0.0,0.24,UPI,CU0065,C01,STORE-001
2026-04-03,INV-20260403-0083,P012,Sugar,Pantry,3,2.2,0.52,6.27,1.23,0.33,0.31,UPI,CU0065,C01,STORE-001
2026-04-03,INV-20260403-0083,P017,Rice 5kg,Staples,3,12.5,2.1,35.62,4.42,1.88,1.78,UPI,CU0065,C01,STORE-001
2026-04-04,INV-20260404-0084,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,0.0,0.32,Cash,CU0165,C01,STORE-001
2026-04-04,INV-20260404-0084,P006,Butter,Dairy,3,4.4,1.05,13.2,3.15,0.0,0.66,Cash,CU0165,C01,STORE-001
2026-04-04,INV-20260404-0084,P003,Milk 1L,Dairy,3,2.25,0.62,6.55,1.66,0.2,0.33,Cash,CU0165,C01,STORE-001
2026-04-04,INV-20260404-0084,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,11.4,2.85,0.0,0.57,Cash,CU0165,C01,STORE-001
2026-04-04,INV-20260404-0084,P009,Pasta,Pantry,2,2.35,0.7,4.46,1.16,0.24,0.22,Cash,CU0165,C01,STORE-001
2026-04-04,INV-20260404-0084,P010,Tomato Sauce,Pantry,2,2.9,0.82,5.8,1.64,0.0,0.29,Cash,CU0165,C01,STORE-001
2026-04-04,INV-20260404-0084,P007,Peanut Butter,Pantry,2,5.25,1.65,10.5,3.3,0.0,0.53,Cash,CU0165,C01,STORE-001
2026-04-04,INV-20260404-0084,P008,Strawberry Jam,Pantry,3,4.75,1.45,13.82,3.92,0.43,0.69,Cash,CU0165,C01,STORE-001
2026-04-04,INV-20260404-0084,P019,Chicken Breast,Meat,2,7.2,1.75,13.97,3.07,0.43,0.7,Cash,CU0165,C01,STORE-001
2026-04-04,INV-20260404-0084,P002,Apples,Produce,1,1.15,0.37,1.15,0.37,0.0,0.06,Cash,CU0165,C01,STORE-001
2026-04-04,INV-20260404-0084,P001,Bananas,Produce,1,0.62,0.23,0.6,0.21,0.02,0.03,Cash,CU0165,C01,STORE-001
2026-04-05,INV-20260405-0085,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,0.0,0.21,Card,CU0184,C03,STORE-001
2026-04-05,INV-20260405-0085,P006,Butter,Dairy,2,4.4,1.05,8.8,2.1,0.0,0.44,Card,CU0184,C03,STORE-001
2026-04-05,INV-20260405-0085,P003,Milk 1L,Dairy,2,2.25,0.62,4.27,1.01,0.23,0.21,Card,CU0184,C03,STORE-001
2026-04-05,INV-20260405-0085,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,11.4,2.85,0.0,0.57,Card,CU0184,C03,STORE-001
2026-04-05,INV-20260405-0085,P009,Pasta,Pantry,2,2.35,0.7,4.7,1.4,0.0,0.24,Card,CU0184,C03,STORE-001
2026-04-05,INV-20260405-0085,P010,Tomato Sauce,Pantry,2,2.9,0.82,5.8,1.64,0.0,0.29,Card,CU0184,C03,STORE-001
2026-04-05,INV-20260405-0085,P007,Peanut Butter,Pantry,2,5.25,1.65,10.18,2.98,0.32,0.51,Card,CU0184,C03,STORE-001
2026-04-05,INV-20260405-0085,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.75,1.45,0.0,0.24,Card,CU0184,C03,STORE-001
2026-04-05,INV-20260405-0085,P016,Salsa,Snacks,1,3.95,1.05,3.95,1.05,0.0,0.2,Card,CU0184,C03,STORE-001
2026-04-05,INV-20260405-0085,P015,Chips,Snacks,2,2.85,0.86,5.53,1.55,0.17,0.28,Card,CU0184,C03,STORE-001
2026-04-05,INV-20260405-0085,P011,Coffee,Beverages,3,8.9,2.8,25.9,7.6,0.8,1.29,Card,CU0184,C03,STORE-001
2026-04-06,INV-20260406-0086,P004,Bread Loaf,Bakery,1,2.1,0.55,2.04,0.49,0.06,0.1,UPI,CU0196,C02,STORE-001
2026-04-06,INV-20260406-0086,P006,Butter,Dairy,3,4.4,1.05,12.8,2.75,0.4,0.64,UPI,CU0196,C02,STORE-001
2026-04-06,INV-20260406-0086,P003,Milk 1L,Dairy,2,2.25,0.62,4.5,1.24,0.0,0.23,UPI,CU0196,C02,STORE-001
2026-04-06,INV-20260406-0086,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.6,1.9,0.0,0.38,UPI,CU0196,C02,STORE-001
2026-04-06,INV-20260406-0086,P009,Pasta,Pantry,1,2.35,0.7,2.28,0.63,0.07,0.11,UPI,CU0196,C02,STORE-001
2026-04-06,INV-20260406-0086,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.44,2.2,0.26,0.42,UPI,CU0196,C02,STORE-001
2026-04-06,INV-20260406-0086,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,0.0,0.26,UPI,CU0196,C02,STORE-001
2026-04-06,INV-20260406-0086,P008,Strawberry Jam,Pantry,3,4.75,1.45,14.25,4.35,0.0,0.71,UPI,CU0196,C02,STORE-001
2026-04-06,INV-20260406-0086,P011,Coffee,Beverages,1,8.9,2.8,8.9,2.8,0.0,0.45,UPI,CU0196,C02,STORE-001
2026-04-07,INV-20260407-0087,P004,Bread Loaf,Bakery,1,2.1,0.55,2.1,0.55,0.0,0.11,Cash,CU0111,C01,STORE-001
2026-04-07,INV-20260407-0087,P006,Butter,Dairy,3,4.4,1.05,13.2,3.15,0.0,0.66,Cash,CU0111,C01,STORE-001
2026-04-07,INV-20260407-0087,P003,Milk 1L,Dairy,2,2.25,0.62,4.5,1.24,0.0,0.23,Cash,CU0111,C01,STORE-001
2026-04-07,INV-20260407-0087,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.69,0.84,0.11,0.18,Cash,CU0111,C01,STORE-001
2026-04-07,INV-20260407-0087,P009,Pasta,Pantry,1,2.35,0.7,2.23,0.58,0.12,0.11,Cash,CU0111,C01,STORE-001
2026-04-07,INV-20260407-0087,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.7,2.46,0.0,0.43,Cash,CU0111,C01,STORE-001
2026-04-07,INV-20260407-0087,P007,Peanut Butter,Pantry,2,5.25,1.65,9.97,2.77,0.53,0.5,Cash,CU0111,C01,STORE-001
2026-04-07,INV-20260407-0087,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.5,2.9,0.0,0.48,Cash,CU0111,C01,STORE-001
2026-04-07,INV-20260407-0087,P016,Salsa,Snacks,2,3.95,1.05,7.5,1.7,0.4,0.38,Cash,CU0111,C01,STORE-001
2026-04-07,INV-20260407-0087,P020,Yogurt Cups,Dairy,2,3.4,0.88,6.46,1.42,0.34,0.32,Cash,CU0111,C01,STORE-001
2026-04-08,INV-20260408-0088,P004,Bread Loaf,Bakery,2,2.1,0.55,3.99,0.89,0.21,0.2,Cash,CU0096,C04,STORE-001
2026-04-08,INV-20260408-0088,P006,Butter,Dairy,2,4.4,1.05,8.8,2.1,0.0,0.44,Cash,CU0096,C04,STORE-001
2026-04-08,INV-20260408-0088,P003,Milk 1L,Dairy,1,2.25,0.62,2.14,0.51,0.11,0.11,Cash,CU0096,C04,STORE-001
2026-04-08,INV-20260408-0088,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,11.06,2.51,0.34,0.55,Cash,CU0096,C04,STORE-001
2026-04-08,INV-20260408-0088,P009,Pasta,Pantry,3,2.35,0.7,7.05,2.1,0.0,0.35,Cash,CU0096,C04,STORE-001
2026-04-08,INV-20260408-0088,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.9,0.82,0.0,0.14,Cash,CU0096,C04,STORE-001
2026-04-08,INV-20260408-0088,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,0.0,0.26,Cash,CU0096,C04,STORE-001
2026-04-08,INV-20260408-0088,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.02,2.42,0.48,0.45,Cash,CU0096,C04,STORE-001
2026-04-08,INV-20260408-0088,P020,Yogurt Cups,Dairy,2,3.4,0.88,6.8,1.76,0.0,0.34,Cash,CU0096,C04,STORE-001
2026-04-09,INV-20260409-0089,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,0.0,0.32,Card,CU0158,C04,STORE-001
2026-04-09,INV-20260409-0089,P006,Butter,Dairy,3,4.4,1.05,13.2,3.15,0.0,0.66,Card,CU0158,C04,STORE-001
2026-04-09,INV-20260409-0089,P003,Milk 1L,Dairy,3,2.25,0.62,6.41,1.52,0.34,0.32,Card,CU0158,C04,STORE-001
2026-04-09,INV-20260409-0089,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,11.06,2.51,0.34,0.55,Card,CU0158,C04,STORE-001
2026-04-09,INV-20260409-0089,P009,Pasta,Pantry,3,2.35,0.7,6.7,1.75,0.35,0.34,Card,CU0158,C04,STORE-001
2026-04-09,INV-20260409-0089,P010,Tomato Sauce,Pantry,2,2.9,0.82,5.63,1.47,0.17,0.28,Card,CU0158,C04,STORE-001
2026-04-09,INV-20260409-0089,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,0.0,0.26,Card,CU0158,C04,STORE-001
2026-04-09,INV-20260409-0089,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.5,2.9,0.0,0.48,Card,CU0158,C04,STORE-001
2026-04-09,INV-20260409-0089,P011,Coffee,Beverages,2,8.9,2.8,16.91,4.71,0.89,0.85,Card,CU0158,C04,STORE-001
2026-04-09,INV-20260409-0089,P020,Yogurt Cups,Dairy,2,3.4,0.88,6.8,1.76,0.0,0.34,Card,CU0158,C04,STORE-001
2026-04-10,INV-20260410-0090,P004,Bread Loaf,Bakery,3,2.1,0.55,5.98,1.33,0.32,0.3,Wallet,CU0135,C02,STORE-001
2026-04-10,INV-20260410-0090,P006,Butter,Dairy,2,4.4,1.05,8.8,2.1,0.0,0.44,Wallet,CU0135,C02,STORE-001
2026-04-10,INV-20260410-0090,P003,Milk 1L,Dairy,3,2.25,0.62,6.75,1.86,0.0,0.34,Wallet,CU0135,C02,STORE-001
2026-04-10,INV-20260410-0090,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.61,0.76,0.19,0.18,Wallet,CU0135,C02,STORE-001
2026-04-10,INV-20260410-0090,P009,Pasta,Pantry,3,2.35,0.7,7.05,2.1,0.0,0.35,Wallet,CU0135,C02,STORE-001
2026-04-10,INV-20260410-0090,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.9,0.82,0.0,0.14,Wallet,CU0135,C02,STORE-001
2026-04-10,INV-20260410-0090,P007,Peanut Butter,Pantry,2,5.25,1.65,10.5,3.3,0.0,0.53,Wallet,CU0135,C02,STORE-001
2026-04-10,INV-20260410-0090,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.5,2.9,0.0,0.48,Wallet,CU0135,C02,STORE-001
2026-04-10,INV-20260410-0090,P019,Chicken Breast,Meat,2,7.2,1.75,14.4,3.5,0.0,0.72,Wallet,CU0135,C02,STORE-001
2026-04-10,INV-20260410-0090,P002,Apples,Produce,2,1.15,0.37,2.19,0.63,0.11,0.11,Wallet,CU0135,C02,STORE-001
2026-04-01,INV-20260401-0091,P004,Bread Loaf,Bakery,3,2.1,0.55,6.11,1.46,0.19,0.31,UPI,CU0123,C06,STORE-001
2026-04-01,INV-20260401-0091,P006,Butter,Dairy,2,4.4,1.05,8.8,2.1,0.0,0.44,UPI,CU0123,C06,STORE-001
2026-04-01,INV-20260401-0091,P003,Milk 1L,Dairy,2,2.25,0.62,4.27,1.01,0.23,0.21,UPI,CU0123,C06,STORE-001
2026-04-01,INV-20260401-0091,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.22,1.52,0.38,0.36,UPI,CU0123,C06,STORE-001
2026-04-01,INV-20260401-0091,P009,Pasta,Pantry,2,2.35,0.7,4.7,1.4,0.0,0.24,UPI,CU0123,C06,STORE-001
2026-04-01,INV-20260401-0091,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.44,2.2,0.26,0.42,UPI,CU0123,C06,STORE-001
2026-04-01,INV-20260401-0091,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,0.0,0.26,UPI,CU0123,C06,STORE-001
2026-04-01,INV-20260401-0091,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.02,2.42,0.48,0.45,UPI,CU0123,C06,STORE-001
2026-04-01,INV-20260401-0091,P002,Apples,Produce,2,1.15,0.37,2.3,0.74,0.0,0.11,UPI,CU0123,C06,STORE-001
2026-04-01,INV-20260401-0091,P017,Rice 5kg,Staples,2,12.5,2.1,25.0,4.2,0.0,1.25,UPI,CU0123,C06,STORE-001
2026-04-02,INV-20260402-0092,P004,Bread Loaf,Bakery,3,2.1,0.55,6.3,1.65,0.0,0.32,Wallet,CU0144,C03,STORE-001
2026-04-02,INV-20260402-0092,P006,Butter,Dairy,2,4.4,1.05,8.8,2.1,0.0,0.44,Wallet,CU0144,C03,STORE-001
2026-04-02,INV-20260402-0092,P003,Milk 1L,Dairy,3,2.25,0.62,6.41,1.52,0.34,0.32,Wallet,CU0144,C03,STORE-001
2026-04-02,INV-20260402-0092,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.37,1.67,0.23,0.37,Wallet,CU0144,C03,STORE-001
2026-04-02,INV-20260402-0092,P009,Pasta,Pantry,2,2.35,0.7,4.7,1.4,0.0,0.24,Wallet,CU0144,C03,STORE-001
2026-04-02,INV-20260402-0092,P010,Tomato Sauce,Pantry,2,2.9,0.82,5.8,1.64,0.0,0.29,Wallet,CU0144,C03,STORE-001
2026-04-02,INV-20260402-0092,P007,Peanut Butter,Pantry,2,5.25,1.65,10.5,3.3,0.0,0.53,Wallet,CU0144,C03,STORE-001
2026-04-02,INV-20260402-0092,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.22,2.62,0.28,0.46,Wallet,CU0144,C03,STORE-001
2026-04-02,INV-20260402-0092,P016,Salsa,Snacks,3,3.95,1.05,11.85,3.15,0.0,0.59,Wallet,CU0144,C03,STORE-001
2026-04-02,INV-20260402-0092,P011,Coffee,Beverages,3,8.9,2.8,25.9,7.6,0.8,1.29,Wallet,CU0144,C03,STORE-001
2026-04-03,INV-20260403-0093,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,0.0,0.21,UPI,CU0179,C05,STORE-001
2026-04-03,INV-20260403-0093,P006,Butter,Dairy,1,4.4,1.05,4.18,0.83,0.22,0.21,UPI,CU0179,C05,STORE-001
2026-04-03,INV-20260403-0093,P003,Milk 1L,Dairy,3,2.25,0.62,6.41,1.52,0.34,0.32,UPI,CU0179,C05,STORE-001
2026-04-03,INV-20260403-0093,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.8,0.95,0.0,0.19,UPI,CU0179,C05,STORE-001
2026-04-03,INV-20260403-0093,P009,Pasta,Pantry,1,2.35,0.7,2.23,0.58,0.12,0.11,UPI,CU0179,C05,STORE-001
2026-04-03,INV-20260403-0093,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.9,0.82,0.0,0.14,UPI,CU0179,C05,STORE-001
2026-04-03,INV-20260403-0093,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,0.0,0.26,UPI,CU0179,C05,STORE-001
2026-04-03,INV-20260403-0093,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.5,2.9,0.0,0.48,UPI,CU0179,C05,STORE-001
2026-04-03,INV-20260403-0093,P018,Cooking Oil,Staples,3,9.8,1.9,28.52,4.82,0.88,1.43,UPI,CU0179,C05,STORE-001
2026-04-04,INV-20260404-0094,P004,Bread Loaf,Bakery,2,2.1,0.55,4.07,0.97,0.13,0.2,Cash,CU0041,C05,STORE-001
2026-04-04,INV-20260404-0094,P006,Butter,Dairy,2,4.4,1.05,8.8,2.1,0.0,0.44,Cash,CU0041,C05,STORE-001
2026-04-04,INV-20260404-0094,P003,Milk 1L,Dairy,2,2.25,0.62,4.5,1.24,0.0,0.23,Cash,CU0041,C05,STORE-001
2026-04-04,INV-20260404-0094,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.6,1.9,0.0,0.38,Cash,CU0041,C05,STORE-001
2026-04-04,INV-20260404-0094,P009,Pasta,Pantry,1,2.35,0.7,2.23,0.58,0.12,0.11,Cash,CU0041,C05,STORE-001
2026-04-04,INV-20260404-0094,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.76,0.68,0.14,0.14,Cash,CU0041,C05,STORE-001
2026-04-04,INV-20260404-0094,P007,Peanut Butter,Pantry,3,5.25,1.65,15.75,4.95,0.0,0.79,Cash,CU0041,C05,STORE-001
2026-04-04,INV-20260404-0094,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.61,1.31,0.14,0.23,Cash,CU0041,C05,STORE-001
2026-04-05,INV-20260405-0095,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,0.0,0.21,Wallet,CU0192,C02,STORE-001
2026-04-05,INV-20260405-0095,P006,Butter,Dairy,1,4.4,1.05,4.4,1.05,0.0,0.22,Wallet,CU0192,C02,STORE-001
2026-04-05,INV-20260405-0095,P003,Milk 1L,Dairy,3,2.25,0.62,6.41,1.52,0.34,0.32,Wallet,CU0192,C02,STORE-001
2026-04-05,INV-20260405-0095,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.8,0.95,0.0,0.19,Wallet,CU0192,C02,STORE-001
2026-04-05,INV-20260405-0095,P009,Pasta,Pantry,2,2.35,0.7,4.56,1.26,0.14,0.23,Wallet,CU0192,C02,STORE-001
2026-04-05,INV-20260405-0095,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.27,2.03,0.43,0.41,Wallet,CU0192,C02,STORE-001
2026-04-05,INV-20260405-0095,P007,Peanut Butter,Pantry,3,5.25,1.65,15.28,4.48,0.47,0.76,Wallet,CU0192,C02,STORE-001
2026-04-05,INV-20260405-0095,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.51,1.21,0.24,0.23,Wallet,CU0192,C02,STORE-001
2026-04-05,INV-20260405-0095,P002,Apples,Produce,2,1.15,0.37,2.3,0.74,0.0,0.11,Wallet,CU0192,C02,STORE-001
2026-04-05,INV-20260405-0095,P013,Tea Bags,Beverages,1,4.3,1.2,4.3,1.2,0.0,0.21,Wallet,CU0192,C02,STORE-001
2026-04-06,INV-20260406-0096,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,0.0,0.21,Card,CU0189,C01,STORE-001
2026-04-06,INV-20260406-0096,P006,Butter,Dairy,3,4.4,1.05,13.2,3.15,0.0,0.66,Card,CU0189,C01,STORE-001
2026-04-06,INV-20260406-0096,P003,Milk 1L,Dairy,1,2.25,0.62,2.14,0.51,0.11,0.11,Card,CU0189,C01,STORE-001
2026-04-06,INV-20260406-0096,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,11.06,2.51,0.34,0.55,Card,CU0189,C01,STORE-001
2026-04-06,INV-20260406-0096,P009,Pasta,Pantry,2,2.35,0.7,4.46,1.16,0.24,0.22,Card,CU0189,C01,STORE-001
2026-04-06,INV-20260406-0096,P010,Tomato Sauce,Pantry,2,2.9,0.82,5.8,1.64,0.0,0.29,Card,CU0189,C01,STORE-001
2026-04-06,INV-20260406-0096,P007,Peanut Butter,Pantry,2,5.25,1.65,10.5,3.3,0.0,0.53,Card,CU0189,C01,STORE-001
2026-04-06,INV-20260406-0096,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.75,1.45,0.0,0.24,Card,CU0189,C01,STORE-001
2026-04-06,INV-20260406-0096,P015,Chips,Snacks,2,2.85,0.86,5.7,1.72,0.0,0.29,Card,CU0189,C01,STORE-001
2026-04-07,INV-20260407-0097,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,0.0,0.21,Wallet,CU0115,C02,STORE-001
2026-04-07,INV-20260407-0097,P006,Butter,Dairy,2,4.4,1.05,8.36,1.66,0.44,0.42,Wallet,CU0115,C02,STORE-001
2026-04-07,INV-20260407-0097,P003,Milk 1L,Dairy,3,2.25,0.62,6.41,1.52,0.34,0.32,Wallet,CU0115,C02,STORE-001
2026-04-07,INV-20260407-0097,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.8,0.95,0.0,0.19,Wallet,CU0115,C02,STORE-001
2026-04-07,INV-20260407-0097,P009,Pasta,Pantry,3,2.35,0.7,7.05,2.1,0.0,0.35,Wallet,CU0115,C02,STORE-001
2026-04-07,INV-20260407-0097,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.7,2.46,0.0,0.43,Wallet,CU0115,C02,STORE-001
2026-04-07,INV-20260407-0097,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,0.0,0.26,Wallet,CU0115,C02,STORE-001
2026-04-07,INV-20260407-0097,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.5,2.9,0.0,0.48,Wallet,CU0115,C02,STORE-001
2026-04-07,INV-20260407-0097,P001,Bananas,Produce,1,0.62,0.23,0.6,0.21,0.02,0.03,Wallet,CU0115,C02,STORE-001
2026-04-08,INV-20260408-0098,P004,Bread Loaf,Bakery,2,2.1,0.55,4.2,1.1,0.0,0.21,Card,CU0035,C02,STORE-001
2026-04-08,INV-20260408-0098,P006,Butter,Dairy,2,4.4,1.05,8.36,1.66,0.44,0.42,Card,CU0035,C02,STORE-001
2026-04-08,INV-20260408-0098,P003,Milk 1L,Dairy,2,2.25,0.62,4.36,1.1,0.14,0.22,Card,CU0035,C02,STORE-001
2026-04-08,INV-20260408-0098,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,10.83,2.28,0.57,0.54,Card,CU0035,C02,STORE-001
2026-04-08,INV-20260408-0098,P009,Pasta,Pantry,2,2.35,0.7,4.46,1.16,0.24,0.22,Card,CU0035,C02,STORE-001
2026-04-08,INV-20260408-0098,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.7,2.46,0.0,0.43,Card,CU0035,C02,STORE-001
2026-04-08,INV-20260408-0098,P007,Peanut Butter,Pantry,1,5.25,1.65,4.99,1.39,0.26,0.25,Card,CU0035,C02,STORE-001
2026-04-08,INV-20260408-0098,P008,Strawberry Jam,Pantry,1,4.75,1.45,4.51,1.21,0.24,0.23,Card,CU0035,C02,STORE-001
2026-04-08,INV-20260408-0098,P012,Sugar,Pantry,2,2.2,0.52,4.18,0.82,0.22,0.21,Card,CU0035,C02,STORE-001
2026-04-09,INV-20260409-0099,P004,Bread Loaf,Bakery,1,2.1,0.55,1.99,0.44,0.11,0.1,Cash,CU0130,C05,STORE-001
2026-04-09,INV-20260409-0099,P006,Butter,Dairy,3,4.4,1.05,13.2,3.15,0.0,0.66,Cash,CU0130,C05,STORE-001
2026-04-09,INV-20260409-0099,P003,Milk 1L,Dairy,1,2.25,0.62,2.25,0.62,0.0,0.11,Cash,CU0130,C05,STORE-001
2026-04-09,INV-20260409-0099,P005,Eggs 12 Pack,Dairy,3,3.8,0.95,11.06,2.51,0.34,0.55,Cash,CU0130,C05,STORE-001
2026-04-09,INV-20260409-0099,P009,Pasta,Pantry,1,2.35,0.7,2.35,0.7,0.0,0.12,Cash,CU0130,C05,STORE-001
2026-04-09,INV-20260409-0099,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.27,2.03,0.43,0.41,Cash,CU0130,C05,STORE-001
2026-04-09,INV-20260409-0099,P007,Peanut Butter,Pantry,2,5.25,1.65,10.5,3.3,0.0,0.53,Cash,CU0130,C05,STORE-001
2026-04-09,INV-20260409-0099,P008,Strawberry Jam,Pantry,3,4.75,1.45,13.82,3.92,0.43,0.69,Cash,CU0130,C05,STORE-001
2026-04-09,INV-20260409-0099,P019,Chicken Breast,Meat,1,7.2,1.75,6.98,1.53,0.22,0.35,Cash,CU0130,C05,STORE-001
2026-04-10,INV-20260410-0100,P004,Bread Loaf,Bakery,3,2.1,0.55,6.11,1.46,0.19,0.31,Wallet,CU0015,C05,STORE-001
2026-04-10,INV-20260410-0100,P006,Butter,Dairy,3,4.4,1.05,13.2,3.15,0.0,0.66,Wallet,CU0015,C05,STORE-001
2026-04-10,INV-20260410-0100,P003,Milk 1L,Dairy,3,2.25,0.62,6.75,1.86,0.0,0.34,Wallet,CU0015,C05,STORE-001
2026-04-10,INV-20260410-0100,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.6,1.9,0.0,0.38,Wallet,CU0015,C05,STORE-001
2026-04-10,INV-20260410-0100,P009,Pasta,Pantry,1,2.35,0.7,2.35,0.7,0.0,0.12,Wallet,CU0015,C05,STORE-001
2026-04-10,INV-20260410-0100,P010,Tomato Sauce,Pantry,3,2.9,0.82,8.7,2.46,0.0,0.43,Wallet,CU0015,C05,STORE-001
2026-04-10,INV-20260410-0100,P007,Peanut Butter,Pantry,1,5.25,1.65,5.09,1.49,0.16,0.25,Wallet,CU0015,C05,STORE-001
2026-04-10,INV-20260410-0100,P008,Strawberry Jam,Pantry,2,4.75,1.45,9.5,2.9,0.0,0.48,Wallet,CU0015,C05,STORE-001
2026-04-10,INV-20260410-0100,P017,Rice 5kg,Staples,3,12.5,2.1,37.5,6.3,0.0,1.88,Wallet,CU0015,C05,STORE-001
2026-04-10,INV-20260410-0100,P014,Biscuits,Snacks,1,2.6,0.78,2.52,0.7,0.08,0.13,Wallet,CU0015,C05,STORE-001
2026-04-01,INV-20260401-0101,P004,Bread Loaf,Bakery,1,2.1,0.55,2.04,0.49,0.06,0.1,Wallet,CU0197,C02,STORE-001
2026-04-01,INV-20260401-0101,P006,Butter,Dairy,2,4.4,1.05,8.54,1.84,0.26,0.43,Wallet,CU0197,C02,STORE-001
2026-04-01,INV-20260401-0101,P003,Milk 1L,Dairy,2,2.25,0.62,4.36,1.1,0.14,0.22,Wallet,CU0197,C02,STORE-001
2026-04-01,INV-20260401-0101,P005,Eggs 12 Pack,Dairy,2,3.8,0.95,7.6,1.9,0.0,0.38,Wallet,CU0197,C02,STORE-001
2026-04-01,INV-20260401-0101,P009,Pasta,Pantry,3,2.35,0.7,6.7,1.75,0.35,0.34,Wallet,CU0197,C02,STORE-001
2026-04-01,INV-20260401-0101,P010,Tomato Sauce,Pantry,1,2.9,0.82,2.9,0.82,0.0,0.14,Wallet,CU0197,C02,STORE-001
2026-04-01,INV-20260401-0101,P007,Peanut Butter,Pantry,1,5.25,1.65,5.25,1.65,0.0,0.26,Wallet,CU0197,C02,STORE-001
2026-04-01,INV-20260401-0101,P008,Strawberry Jam,Pantry,3,4.75,1.45,13.82,3.92,0.43,0.69,Wallet,CU0197,C02,STORE-001
2026-04-02,INV-20260402-0102,P004,Bread Loaf,Bakery,3,2.1,0.55,5.98,1.33,0.32,0.3,Cash,CU0119,C03,STORE-001
2026-04-02,INV-20260402-0102,P006,Butter,Dairy,2,4.4,1.05,8.36,1.66,0.44,0.42,Cash,CU0119,C03,STORE-001
2026-04-02,INV-20260402-0102,P003,Milk 1L,Dairy,2,2.25,0.62,4.5,1.24,0.0,0.23,Cash,CU0119,C03,STORE-001
2026-04-02,INV-20260402-0102,P005,Eggs 12 Pack,Dairy,1,3.8,0.95,3.69,0.84,0.11,0.18,Cash,CU0119,C03,STORE-001
2026-04-02,INV-20260402-0102,P009,Pasta,Pantry,2,2.35,0.7,4.7,1.4,0.0,0.24,Cash,CU0119,C03,STORE-001
